Security_Id,Security_Name,Vendor_Id,Vendor_Name,Vendor_Code,Source_Feed_Id,Rating_Type,Exchange_Code,Country,Sector,Rating_Date,Rating_Code,Rating_Score,Rating_Reason,Is_Active
SEC0049,West-Mullen,10,Moody's,MDY,7,Viability,LON,UK,Energy,2022-09-16,AAA,10,Upgraded due to strong quarterly earnings,False
SEC0082,Ballard and Sons,30,Fitch,FTC,11,Short Term,LON,UK,Finance,2023-07-03,AA+,9,Decreased liquidity ratio,False
SEC0040,Fox Group,20,S&P,SNP,9,Viability,SGX,UK,Healthcare,2023-02-05,AA,8,Improved financial stability,False
SEC0083,Curtis PLC,10,Moody's,MDY,7,Short Term,SGX,UK,Automotive,2022-01-01,B,2,Stable outlook maintained,False
SEC0074,Moyer PLC,30,Fitch,FTC,11,Viability,SGX,UK,Automotive,2024-08-30,AA-,7,Downgraded after debt increase,False
SEC0042,Gutierrez Group,10,Moody's,MDY,7,Viability,NYSE,USA,Energy,2023-12-22,AA,8,Improved financial stability,True
SEC0062,"Estrada, Garcia and Williams",20,S&P,SNP,9,Recovery,NYSE,USA,Technology,2023-05-28,AA+,9,Decreased liquidity ratio,True
SEC0097,"Hill, Lopez and Allen",20,S&P,SNP,9,Viability,NYSE,UK,Finance,2022-05-27,A,5,Stable outlook maintained,False
SEC0061,Garcia-Garcia,30,Fitch,FTC,11,Viability,BSE,Germany,Automotive,2022-01-01,BBB,4,Stable outlook maintained,False
SEC0050,Matthews Inc,30,Fitch,FTC,11,Recovery,SGX,Germany,Energy,2022-03-05,B,2,Stable outlook maintained,False
SEC0058,Rosales Group,10,Moody's,MDY,7,Viability,SGX,Singapore,Automotive,2022-11-14,A,5,Downgraded after debt increase,True
SEC0062,"Estrada, Garcia and Williams",30,Fitch,FTC,11,Recovery,NYSE,USA,Technology,2024-11-30,A+,6,Improved financial stability,True
SEC0074,Moyer PLC,30,Fitch,FTC,11,Viability,SGX,UK,Automotive,2023-08-14,B,2,Stable outlook maintained,False
SEC0086,Miller and Sons,20,S&P,SNP,9,Viability,SGX,Germany,Finance,2022-02-23,BB,3,Upgraded due to strong quarterly earnings,True
SEC0016,Ingram Inc,20,S&P,SNP,9,Short Term,BSE,India,Automotive,2023-03-03,BB,3,Decreased liquidity ratio,False
SEC0022,"Allen, Wood and Young",30,Fitch,FTC,11,Long Term,NSE,UK,Technology,2022-01-01,AA+,9,Decreased liquidity ratio,False
SEC0044,Bishop-Sutton,20,S&P,SNP,9,Short Term,SGX,USA,Healthcare,2022-06-02,A+,6,Downgraded after debt increase,False
SEC0092,"Mcfarland, Andersen and Foster",30,Fitch,FTC,11,Short Term,SGX,Singapore,Automotive,2022-11-29,B,2,Improved financial stability,False
SEC0021,Jones-Leonard,10,Moody's,MDY,7,Recovery,NYSE,Germany,Healthcare,2022-01-01,A+,6,Decreased liquidity ratio,False
SEC0081,"Daugherty, Walters and Haas",20,S&P,SNP,9,Long Term,NSE,Singapore,Technology,2023-09-13,CCC,1,Decreased liquidity ratio,False
SEC0008,Goodwin-Donaldson,20,S&P,SNP,9,Short Term,SGX,Singapore,Healthcare,2022-09-08,AA+,9,Stable outlook maintained,False
SEC0015,Moore PLC,20,S&P,SNP,9,Viability,SGX,Germany,Automotive,2023-07-31,BBB,4,Stable outlook maintained,False
SEC0030,Lamb Group,20,S&P,SNP,9,Recovery,SGX,USA,Finance,2022-01-01,A+,6,Upgraded due to strong quarterly earnings,False
SEC0042,Gutierrez Group,30,Fitch,FTC,11,Viability,NYSE,USA,Energy,2022-01-01,A,5,Stable outlook maintained,False
SEC0041,Hansen LLC,10,Moody's,MDY,7,Viability,NYSE,Singapore,Technology,2022-01-01,A,5,Decreased liquidity ratio,False
SEC0064,Barnes PLC,30,Fitch,FTC,11,Recovery,NSE,USA,Finance,2023-12-14,AA-,7,Stable outlook maintained,True
SEC0058,Rosales Group,20,S&P,SNP,9,Viability,SGX,Singapore,Automotive,2023-11-20,B,2,Upgraded due to strong quarterly earnings,True
SEC0004,Wallace-Collins,30,Fitch,FTC,11,Viability,SGX,Germany,Finance,2022-12-03,A,5,Downgraded after debt increase,False
SEC0042,Gutierrez Group,30,Fitch,FTC,11,Viability,NYSE,USA,Energy,2023-02-01,AA+,9,Stable outlook maintained,False
SEC0014,"Gates, Hernandez and Hernandez",10,Moody's,MDY,7,Viability,BSE,UK,Energy,2022-01-01,BB,3,Downgraded after debt increase,False
SEC0061,Garcia-Garcia,20,S&P,SNP,9,Viability,BSE,Germany,Automotive,2022-11-20,AAA,10,Upgraded due to strong quarterly earnings,False
SEC0031,Moore-Bullock,10,Moody's,MDY,7,Long Term,SGX,India,Energy,2022-09-22,AA,8,Stable outlook maintained,False
SEC0040,Fox Group,30,Fitch,FTC,11,Viability,SGX,UK,Healthcare,2022-03-24,AA,8,Upgraded due to strong quarterly earnings,False
SEC0052,Gilmore and Sons,10,Moody's,MDY,7,Short Term,NYSE,UK,Automotive,2022-04-04,B,2,Decreased liquidity ratio,False
SEC0065,"Rodriguez, Green and Shaw",30,Fitch,FTC,11,Recovery,NYSE,UK,Healthcare,2022-01-01,BBB,4,Decreased liquidity ratio,False
SEC0052,Gilmore and Sons,20,S&P,SNP,9,Short Term,NYSE,UK,Automotive,2022-01-01,A,5,Stable outlook maintained,False
SEC0083,Curtis PLC,30,Fitch,FTC,11,Short Term,SGX,UK,Automotive,2023-12-22,AA+,9,Decreased liquidity ratio,False
SEC0080,Rios-Bates,10,Moody's,MDY,7,Short Term,NYSE,Singapore,Automotive,2023-11-02,B,2,Decreased liquidity ratio,True
SEC0001,Guerra Inc,10,Moody's,MDY,7,Short Term,LON,India,Finance,2022-01-01,AA+,9,Stable outlook maintained,False
SEC0053,Brandt-Harper,20,S&P,SNP,9,Long Term,LON,Germany,Healthcare,2023-04-11,BBB,4,Upgraded due to strong quarterly earnings,False
SEC0036,Myers Inc,10,Moody's,MDY,7,Viability,BSE,Singapore,Technology,2022-03-20,A,5,Downgraded after debt increase,False
SEC0038,Rodriguez-Zimmerman,20,S&P,SNP,9,Short Term,NSE,UK,Energy,2025-10-16,AAA,10,Improved financial stability,True
SEC0031,Moore-Bullock,20,S&P,SNP,9,Long Term,SGX,India,Energy,2023-03-12,BBB,4,Stable outlook maintained,True
SEC0074,Moyer PLC,30,Fitch,FTC,11,Viability,SGX,UK,Automotive,2022-06-12,AA-,7,Stable outlook maintained,False
SEC0099,"Benjamin, Brown and Evans",30,Fitch,FTC,11,Long Term,NSE,Germany,Healthcare,2022-02-10,A,5,Upgraded due to strong quarterly earnings,True
SEC0050,Matthews Inc,10,Moody's,MDY,7,Recovery,SGX,Germany,Energy,2023-05-08,A+,6,Downgraded after debt increase,True
SEC0058,Rosales Group,20,S&P,SNP,9,Viability,SGX,Singapore,Automotive,2022-10-30,A,5,Stable outlook maintained,False
SEC0097,"Hill, Lopez and Allen",20,S&P,SNP,9,Viability,NYSE,UK,Finance,2022-03-03,AA,8,Improved financial stability,False
SEC0081,"Daugherty, Walters and Haas",10,Moody's,MDY,7,Long Term,NSE,Singapore,Technology,2025-04-27,BBB,4,Decreased liquidity ratio,True
SEC0017,Brown Inc,20,S&P,SNP,9,Viability,NSE,Germany,Healthcare,2023-04-23,AA+,9,Downgraded after debt increase,True
SEC0013,Williams Inc,10,Moody's,MDY,7,Short Term,SGX,Germany,Finance,2023-03-09,BBB,4,Improved financial stability,False
SEC0048,Clay Ltd,30,Fitch,FTC,11,Long Term,BSE,Singapore,Automotive,2024-02-16,AA+,9,Improved financial stability,True
SEC0051,Rogers LLC,10,Moody's,MDY,7,Viability,BSE,USA,Automotive,2022-01-01,B,2,Stable outlook maintained,False
SEC0060,Kelly Group,20,S&P,SNP,9,Viability,SGX,Germany,Automotive,2022-01-01,AA,8,Upgraded due to strong quarterly earnings,False
SEC0095,"Wheeler, Norman and Rodriguez",10,Moody's,MDY,7,Recovery,NSE,UK,Automotive,2022-06-12,BBB,4,Downgraded after debt increase,False
SEC0009,Anderson LLC,20,S&P,SNP,9,Recovery,BSE,UK,Energy,2023-09-17,AA+,9,Decreased liquidity ratio,False
SEC0098,Rivera PLC,10,Moody's,MDY,7,Long Term,LON,USA,Technology,2022-01-01,B,2,Stable outlook maintained,False
SEC0018,Herrera-Walters,30,Fitch,FTC,11,Long Term,BSE,India,Automotive,2022-01-01,AA-,7,Improved financial stability,False
SEC0036,Myers Inc,20,S&P,SNP,9,Viability,BSE,Singapore,Technology,2022-01-01,AA+,9,Downgraded after debt increase,False
SEC0050,Matthews Inc,30,Fitch,FTC,11,Recovery,SGX,Germany,Energy,2022-12-23,A+,6,Decreased liquidity ratio,False
SEC0027,Patterson-Nguyen,20,S&P,SNP,9,Short Term,SGX,Germany,Automotive,2023-09-01,CCC,1,Downgraded after debt increase,True
SEC0097,"Hill, Lopez and Allen",20,S&P,SNP,9,Viability,NYSE,UK,Finance,2022-01-01,A+,6,Stable outlook maintained,False
SEC0094,"Anderson, Cardenas and Rodriguez",20,S&P,SNP,9,Viability,LON,UK,Finance,2023-11-01,A+,6,Upgraded due to strong quarterly earnings,False
SEC0007,James and Sons,20,S&P,SNP,9,Viability,SGX,Singapore,Energy,2022-08-20,AA-,7,Decreased liquidity ratio,False
SEC0029,"Rice, Perez and Calderon",10,Moody's,MDY,7,Long Term,NSE,India,Technology,2025-04-19,BBB,4,Stable outlook maintained,True
SEC0013,Williams Inc,30,Fitch,FTC,11,Short Term,SGX,Germany,Finance,2023-11-22,CCC,1,Upgraded due to strong quarterly earnings,False
SEC0030,Lamb Group,10,Moody's,MDY,7,Recovery,SGX,USA,Finance,2023-03-29,BB,3,Improved financial stability,False
SEC0051,Rogers LLC,30,Fitch,FTC,11,Viability,BSE,USA,Automotive,2022-01-01,A,5,Improved financial stability,False
SEC0032,"Bryant, Brady and Meza",20,S&P,SNP,9,Long Term,SGX,India,Automotive,2022-05-31,B,2,Decreased liquidity ratio,False
SEC0015,Moore PLC,10,Moody's,MDY,7,Viability,SGX,Germany,Automotive,2022-06-15,B,2,Decreased liquidity ratio,False
SEC0052,Gilmore and Sons,10,Moody's,MDY,7,Short Term,NYSE,UK,Automotive,2022-01-01,B,2,Improved financial stability,False
SEC0082,Ballard and Sons,10,Moody's,MDY,7,Short Term,LON,UK,Finance,2022-09-07,AA+,9,Improved financial stability,True
SEC0068,Moran-Stanley,20,S&P,SNP,9,Short Term,BSE,USA,Energy,2023-07-13,AAA,10,Improved financial stability,False
SEC0014,"Gates, Hernandez and Hernandez",10,Moody's,MDY,7,Viability,BSE,UK,Energy,2022-08-21,AA+,9,Upgraded due to strong quarterly earnings,False
SEC0033,Watson-Chang,30,Fitch,FTC,11,Recovery,BSE,Singapore,Technology,2022-11-10,AA-,7,Stable outlook maintained,False
SEC0071,Rogers-Nunez,10,Moody's,MDY,7,Long Term,NSE,UK,Automotive,2022-08-18,A,5,Upgraded due to strong quarterly earnings,False
SEC0016,Ingram Inc,20,S&P,SNP,9,Short Term,BSE,India,Automotive,2023-11-08,BBB,4,Downgraded after debt increase,True
SEC0003,"Clark, Martin and Wright",20,S&P,SNP,9,Short Term,NYSE,Singapore,Energy,2023-09-27,B,2,Upgraded due to strong quarterly earnings,False
SEC0064,Barnes PLC,30,Fitch,FTC,11,Recovery,NSE,USA,Finance,2022-02-22,BBB,4,Downgraded after debt increase,False
SEC0019,Adams PLC,20,S&P,SNP,9,Long Term,LON,India,Healthcare,2023-06-05,AA-,7,Downgraded after debt increase,False
SEC0064,Barnes PLC,20,S&P,SNP,9,Recovery,NSE,USA,Finance,2022-03-23,CCC,1,Improved financial stability,True
SEC0077,"Jones, Gonzalez and Wood",30,Fitch,FTC,11,Viability,LON,Singapore,Finance,2022-07-20,CCC,1,Downgraded after debt increase,True
SEC0043,Dillon PLC,10,Moody's,MDY,7,Recovery,BSE,India,Healthcare,2022-12-01,AA+,9,Upgraded due to strong quarterly earnings,False
SEC0073,"Davis, Knox and Hall",20,S&P,SNP,9,Recovery,BSE,Singapore,Healthcare,2024-07-22,AAA,10,Downgraded after debt increase,False
SEC0017,Brown Inc,20,S&P,SNP,9,Viability,NSE,Germany,Healthcare,2022-01-01,A,5,Decreased liquidity ratio,False
SEC0055,Castro Ltd,10,Moody's,MDY,7,Short Term,SGX,Singapore,Healthcare,2022-01-01,A,5,Improved financial stability,False
SEC0014,"Gates, Hernandez and Hernandez",30,Fitch,FTC,11,Viability,BSE,UK,Energy,2022-03-09,BB,3,Downgraded after debt increase,True
SEC0017,Brown Inc,30,Fitch,FTC,11,Viability,NSE,Germany,Healthcare,2022-01-01,AAA,10,Upgraded due to strong quarterly earnings,False
SEC0001,Guerra Inc,30,Fitch,FTC,11,Short Term,LON,India,Finance,2022-01-01,CCC,1,Upgraded due to strong quarterly earnings,False
SEC0068,Moran-Stanley,20,S&P,SNP,9,Short Term,BSE,USA,Energy,2024-06-25,B,2,Downgraded after debt increase,False
SEC0054,Crawford Inc,10,Moody's,MDY,7,Short Term,SGX,UK,Energy,2023-04-14,AA,8,Improved financial stability,True
SEC0069,"Peterson, Johnston and Griffin",20,S&P,SNP,9,Recovery,LON,Germany,Healthcare,2022-01-01,BBB,4,Stable outlook maintained,False
SEC0056,Smith-Galloway,20,S&P,SNP,9,Long Term,LON,Singapore,Healthcare,2023-06-29,B,2,Downgraded after debt increase,False
SEC0007,James and Sons,30,Fitch,FTC,11,Viability,SGX,Singapore,Energy,2022-11-27,BB,3,Upgraded due to strong quarterly earnings,True
SEC0072,Butler-Newton,20,S&P,SNP,9,Viability,LON,Singapore,Finance,2022-07-03,BB,3,Improved financial stability,False
SEC0066,"Scott, Thomas and Cervantes",20,S&P,SNP,9,Viability,NYSE,Singapore,Finance,2023-10-23,B,2,Decreased liquidity ratio,False
SEC0023,Brown-Lloyd,30,Fitch,FTC,11,Short Term,BSE,India,Automotive,2022-08-17,A+,6,Stable outlook maintained,True
SEC0015,Moore PLC,10,Moody's,MDY,7,Viability,SGX,Germany,Automotive,2023-01-04,BB,3,Decreased liquidity ratio,True
SEC0084,"Solis, Hutchinson and Morris",10,Moody's,MDY,7,Short Term,NYSE,UK,Automotive,2022-01-01,AAA,10,Decreased liquidity ratio,False
SEC0023,Brown-Lloyd,20,S&P,SNP,9,Short Term,BSE,India,Automotive,2022-10-26,A+,6,Stable outlook maintained,False
SEC0022,"Allen, Wood and Young",10,Moody's,MDY,7,Long Term,NSE,UK,Technology,2022-01-01,AA+,9,Stable outlook maintained,False
SEC0021,Jones-Leonard,20,S&P,SNP,9,Recovery,NYSE,Germany,Healthcare,2022-01-01,AA,8,Upgraded due to strong quarterly earnings,False
SEC0070,Matthews LLC,20,S&P,SNP,9,Long Term,LON,India,Automotive,2022-01-01,A,5,Downgraded after debt increase,False
SEC0013,Williams Inc,30,Fitch,FTC,11,Short Term,SGX,Germany,Finance,2023-12-13,B,2,Improved financial stability,True
SEC0100,"Lee, Schaefer and Sutton",20,S&P,SNP,9,Long Term,SGX,UK,Energy,2023-02-01,B,2,Stable outlook maintained,True
SEC0084,"Solis, Hutchinson and Morris",20,S&P,SNP,9,Short Term,NYSE,UK,Automotive,2022-07-12,AAA,10,Upgraded due to strong quarterly earnings,False
SEC0087,Campbell-Mayer,10,Moody's,MDY,7,Short Term,BSE,Germany,Finance,2022-06-24,A+,6,Upgraded due to strong quarterly earnings,True
SEC0042,Gutierrez Group,10,Moody's,MDY,7,Viability,NYSE,USA,Energy,2022-07-25,AA+,9,Stable outlook maintained,False
SEC0018,Herrera-Walters,30,Fitch,FTC,11,Long Term,BSE,India,Automotive,2025-04-23,BBB,4,Upgraded due to strong quarterly earnings,True
SEC0004,Wallace-Collins,20,S&P,SNP,9,Viability,SGX,Germany,Finance,2022-09-20,AA,8,Upgraded due to strong quarterly earnings,True
SEC0084,"Solis, Hutchinson and Morris",30,Fitch,FTC,11,Short Term,NYSE,UK,Automotive,2022-01-01,A+,6,Stable outlook maintained,False
SEC0011,Gibson-Moore,10,Moody's,MDY,7,Long Term,BSE,USA,Technology,2023-02-27,B,2,Downgraded after debt increase,False
SEC0063,Wood-Stewart,30,Fitch,FTC,11,Short Term,NSE,Singapore,Energy,2023-09-05,AA,8,Upgraded due to strong quarterly earnings,False
SEC0006,"Wilson, Rich and Miller",20,S&P,SNP,9,Short Term,NYSE,Germany,Automotive,2022-01-01,AA-,7,Upgraded due to strong quarterly earnings,False
SEC0092,"Mcfarland, Andersen and Foster",10,Moody's,MDY,7,Short Term,SGX,Singapore,Automotive,2023-09-09,BB,3,Upgraded due to strong quarterly earnings,True
SEC0073,"Davis, Knox and Hall",30,Fitch,FTC,11,Recovery,BSE,Singapore,Healthcare,2022-12-21,A+,6,Decreased liquidity ratio,True
SEC0061,Garcia-Garcia,10,Moody's,MDY,7,Viability,BSE,Germany,Automotive,2024-06-23,AA-,7,Downgraded after debt increase,True
SEC0047,Garcia-Patrick,30,Fitch,FTC,11,Viability,SGX,Germany,Finance,2022-12-26,AA,8,Downgraded after debt increase,True
SEC0046,Macdonald-Chavez,10,Moody's,MDY,7,Long Term,SGX,Germany,Healthcare,2022-02-24,AA-,7,Downgraded after debt increase,False
SEC0095,"Wheeler, Norman and Rodriguez",10,Moody's,MDY,7,Recovery,NSE,UK,Automotive,2022-11-19,AA+,9,Improved financial stability,False
SEC0043,Dillon PLC,10,Moody's,MDY,7,Recovery,BSE,India,Healthcare,2022-10-13,B,2,Improved financial stability,True
SEC0003,"Clark, Martin and Wright",10,Moody's,MDY,7,Short Term,NYSE,Singapore,Energy,2022-05-07,AA-,7,Stable outlook maintained,False
SEC0092,"Mcfarland, Andersen and Foster",20,S&P,SNP,9,Short Term,SGX,Singapore,Automotive,2022-10-12,AAA,10,Upgraded due to strong quarterly earnings,False
SEC0052,Gilmore and Sons,20,S&P,SNP,9,Short Term,NYSE,UK,Automotive,2022-09-18,B,2,Upgraded due to strong quarterly earnings,False
SEC0058,Rosales Group,20,S&P,SNP,9,Viability,SGX,Singapore,Automotive,2022-01-01,AA,8,Downgraded after debt increase,False
SEC0066,"Scott, Thomas and Cervantes",20,S&P,SNP,9,Viability,NYSE,Singapore,Finance,2024-04-05,AA-,7,Upgraded due to strong quarterly earnings,True
SEC0095,"Wheeler, Norman and Rodriguez",30,Fitch,FTC,11,Recovery,NSE,UK,Automotive,2022-04-28,BBB,4,Decreased liquidity ratio,False
SEC0036,Myers Inc,30,Fitch,FTC,11,Viability,BSE,Singapore,Technology,2022-07-18,AA+,9,Downgraded after debt increase,True
SEC0072,Butler-Newton,30,Fitch,FTC,11,Viability,LON,Singapore,Finance,2023-01-06,AAA,10,Downgraded after debt increase,False
SEC0038,Rodriguez-Zimmerman,30,Fitch,FTC,11,Short Term,NSE,UK,Energy,2022-01-01,BBB,4,Downgraded after debt increase,False
SEC0044,Bishop-Sutton,30,Fitch,FTC,11,Short Term,SGX,USA,Healthcare,2025-06-06,AA+,9,Stable outlook maintained,True
SEC0026,Hernandez Inc,30,Fitch,FTC,11,Viability,SGX,UK,Healthcare,2022-01-01,A+,6,Stable outlook maintained,False
SEC0058,Rosales Group,30,Fitch,FTC,11,Viability,SGX,Singapore,Automotive,2022-10-08,A,5,Downgraded after debt increase,False
SEC0072,Butler-Newton,20,S&P,SNP,9,Viability,LON,Singapore,Finance,2022-01-01,A+,6,Downgraded after debt increase,False
SEC0044,Bishop-Sutton,10,Moody's,MDY,7,Short Term,SGX,USA,Healthcare,2022-09-12,AAA,10,Downgraded after debt increase,False
SEC0039,Nelson Inc,30,Fitch,FTC,11,Viability,NYSE,India,Energy,2022-01-01,AAA,10,Downgraded after debt increase,False
SEC0018,Herrera-Walters,10,Moody's,MDY,7,Long Term,BSE,India,Automotive,2022-03-30,CCC,1,Decreased liquidity ratio,False
SEC0002,Gonzalez-Garza,30,Fitch,FTC,11,Long Term,NSE,USA,Energy,2022-08-08,A,5,Decreased liquidity ratio,False
SEC0054,Crawford Inc,30,Fitch,FTC,11,Short Term,SGX,UK,Energy,2022-01-01,A,5,Decreased liquidity ratio,False
SEC0061,Garcia-Garcia,30,Fitch,FTC,11,Viability,BSE,Germany,Automotive,2022-07-09,AA+,9,Upgraded due to strong quarterly earnings,False
SEC0007,James and Sons,10,Moody's,MDY,7,Viability,SGX,Singapore,Energy,2022-01-01,AA+,9,Improved financial stability,False
SEC0027,Patterson-Nguyen,20,S&P,SNP,9,Short Term,SGX,Germany,Automotive,2023-09-17,B,2,Downgraded after debt increase,False
SEC0093,"Mccormick, Greene and Phillips",20,S&P,SNP,9,Short Term,BSE,UK,Automotive,2022-10-12,AAA,10,Stable outlook maintained,True
SEC0028,"Black, Harper and Cox",10,Moody's,MDY,7,Recovery,NYSE,India,Automotive,2022-01-01,AA+,9,Stable outlook maintained,False
SEC0063,Wood-Stewart,20,S&P,SNP,9,Short Term,NSE,Singapore,Energy,2022-01-01,AAA,10,Upgraded due to strong quarterly earnings,False
SEC0037,"Hill, Rios and Bryant",10,Moody's,MDY,7,Recovery,NSE,UK,Technology,2022-10-17,AA-,7,Decreased liquidity ratio,False
SEC0098,Rivera PLC,20,S&P,SNP,9,Long Term,LON,USA,Technology,2022-11-21,A,5,Improved financial stability,False
SEC0069,"Peterson, Johnston and Griffin",10,Moody's,MDY,7,Recovery,LON,Germany,Healthcare,2022-08-02,AAA,10,Improved financial stability,True
SEC0081,"Daugherty, Walters and Haas",20,S&P,SNP,9,Long Term,NSE,Singapore,Technology,2022-01-01,BB,3,Upgraded due to strong quarterly earnings,False
SEC0065,"Rodriguez, Green and Shaw",30,Fitch,FTC,11,Recovery,NYSE,UK,Healthcare,2023-09-03,BB,3,Decreased liquidity ratio,False
SEC0079,Reyes-Garza,30,Fitch,FTC,11,Viability,SGX,UK,Automotive,2022-07-28,AA+,9,Downgraded after debt increase,False
SEC0045,Jones-Leach,10,Moody's,MDY,7,Short Term,NSE,India,Energy,2022-09-11,AA+,9,Decreased liquidity ratio,False
SEC0039,Nelson Inc,20,S&P,SNP,9,Viability,NYSE,India,Energy,2023-03-25,B,2,Decreased liquidity ratio,False
SEC0068,Moran-Stanley,10,Moody's,MDY,7,Short Term,BSE,USA,Energy,2022-10-26,AAA,10,Improved financial stability,False
SEC0071,Rogers-Nunez,10,Moody's,MDY,7,Long Term,NSE,UK,Automotive,2022-06-18,AA+,9,Improved financial stability,False
SEC0038,Rodriguez-Zimmerman,10,Moody's,MDY,7,Short Term,NSE,UK,Energy,2022-01-01,BBB,4,Improved financial stability,False
SEC0041,Hansen LLC,10,Moody's,MDY,7,Viability,NYSE,Singapore,Technology,2022-09-13,AA+,9,Downgraded after debt increase,False
SEC0008,Goodwin-Donaldson,10,Moody's,MDY,7,Short Term,SGX,Singapore,Healthcare,2022-01-01,AA-,7,Improved financial stability,False
SEC0093,"Mccormick, Greene and Phillips",10,Moody's,MDY,7,Short Term,BSE,UK,Automotive,2022-07-24,CCC,1,Decreased liquidity ratio,False
SEC0049,West-Mullen,10,Moody's,MDY,7,Viability,LON,UK,Energy,2023-11-20,BBB,4,Upgraded due to strong quarterly earnings,False
SEC0100,"Lee, Schaefer and Sutton",10,Moody's,MDY,7,Long Term,SGX,UK,Energy,2022-07-14,A+,6,Downgraded after debt increase,False
SEC0011,Gibson-Moore,30,Fitch,FTC,11,Long Term,BSE,USA,Technology,2022-05-24,AA-,7,Downgraded after debt increase,True
SEC0041,Hansen LLC,30,Fitch,FTC,11,Viability,NYSE,Singapore,Technology,2022-01-01,AA+,9,Stable outlook maintained,False
SEC0009,Anderson LLC,20,S&P,SNP,9,Recovery,BSE,UK,Energy,2023-08-02,A+,6,Decreased liquidity ratio,False
SEC0096,Collins PLC,20,S&P,SNP,9,Short Term,SGX,Singapore,Finance,2023-06-25,CCC,1,Downgraded after debt increase,False
SEC0091,Freeman Group,30,Fitch,FTC,11,Long Term,BSE,USA,Technology,2022-08-29,B,2,Downgraded after debt increase,False
SEC0081,"Daugherty, Walters and Haas",30,Fitch,FTC,11,Long Term,NSE,Singapore,Technology,2023-11-12,AA+,9,Upgraded due to strong quarterly earnings,True
SEC0066,"Scott, Thomas and Cervantes",10,Moody's,MDY,7,Viability,NYSE,Singapore,Finance,2022-08-17,AA-,7,Upgraded due to strong quarterly earnings,False
SEC0002,Gonzalez-Garza,10,Moody's,MDY,7,Long Term,NSE,USA,Energy,2023-06-15,B,2,Improved financial stability,False
SEC0039,Nelson Inc,30,Fitch,FTC,11,Viability,NYSE,India,Energy,2022-02-09,BB,3,Improved financial stability,True
SEC0091,Freeman Group,30,Fitch,FTC,11,Long Term,BSE,USA,Technology,2022-01-01,A+,6,Downgraded after debt increase,False
SEC0084,"Solis, Hutchinson and Morris",10,Moody's,MDY,7,Short Term,NYSE,UK,Automotive,2022-07-18,B,2,Improved financial stability,False
SEC0004,Wallace-Collins,30,Fitch,FTC,11,Viability,SGX,Germany,Finance,2022-01-01,B,2,Improved financial stability,False
SEC0017,Brown Inc,10,Moody's,MDY,7,Viability,NSE,Germany,Healthcare,2022-01-01,BBB,4,Decreased liquidity ratio,False
SEC0041,Hansen LLC,20,S&P,SNP,9,Viability,NYSE,Singapore,Technology,2022-02-19,AAA,10,Upgraded due to strong quarterly earnings,True
SEC0080,Rios-Bates,20,S&P,SNP,9,Short Term,NYSE,Singapore,Automotive,2023-05-29,AA,8,Decreased liquidity ratio,True
SEC0042,Gutierrez Group,20,S&P,SNP,9,Viability,NYSE,USA,Energy,2023-03-09,A,5,Upgraded due to strong quarterly earnings,True
SEC0053,Brandt-Harper,20,S&P,SNP,9,Long Term,LON,Germany,Healthcare,2024-11-14,AA+,9,Improved financial stability,True
SEC0093,"Mccormick, Greene and Phillips",10,Moody's,MDY,7,Short Term,BSE,UK,Automotive,2024-04-26,B,2,Upgraded due to strong quarterly earnings,True
SEC0098,Rivera PLC,30,Fitch,FTC,11,Long Term,LON,USA,Technology,2022-11-15,AA,8,Stable outlook maintained,True
SEC0072,Butler-Newton,20,S&P,SNP,9,Viability,LON,Singapore,Finance,2023-03-05,A+,6,Decreased liquidity ratio,True
SEC0078,Meadows-Christensen,10,Moody's,MDY,7,Short Term,SGX,Singapore,Automotive,2023-11-26,AAA,10,Upgraded due to strong quarterly earnings,True
SEC0026,Hernandez Inc,10,Moody's,MDY,7,Viability,SGX,UK,Healthcare,2022-01-01,A+,6,Stable outlook maintained,False
SEC0033,Watson-Chang,20,S&P,SNP,9,Recovery,BSE,Singapore,Technology,2022-05-19,CCC,1,Improved financial stability,False
SEC0002,Gonzalez-Garza,20,S&P,SNP,9,Long Term,NSE,USA,Energy,2022-06-28,AA+,9,Decreased liquidity ratio,False
SEC0067,Poole LLC,30,Fitch,FTC,11,Recovery,SGX,UK,Technology,2022-01-01,AA,8,Decreased liquidity ratio,False
SEC0032,"Bryant, Brady and Meza",10,Moody's,MDY,7,Long Term,SGX,India,Automotive,2022-10-31,AAA,10,Improved financial stability,True
SEC0080,Rios-Bates,30,Fitch,FTC,11,Short Term,NYSE,Singapore,Automotive,2022-08-20,BB,3,Decreased liquidity ratio,False
SEC0022,"Allen, Wood and Young",10,Moody's,MDY,7,Long Term,NSE,UK,Technology,2022-08-01,CCC,1,Upgraded due to strong quarterly earnings,False
SEC0018,Herrera-Walters,20,S&P,SNP,9,Long Term,BSE,India,Automotive,2022-04-24,A+,6,Improved financial stability,False
SEC0010,Barton Group,10,Moody's,MDY,7,Short Term,NYSE,UK,Energy,2022-06-04,BBB,4,Upgraded due to strong quarterly earnings,False
SEC0050,Matthews Inc,30,Fitch,FTC,11,Recovery,SGX,Germany,Energy,2025-03-06,AA-,7,Improved financial stability,True
SEC0003,"Clark, Martin and Wright",10,Moody's,MDY,7,Short Term,NYSE,Singapore,Energy,2022-01-01,AA-,7,Improved financial stability,False
