Security_Id,Security_Name,Vendor_Id,Vendor_Name,Vendor_Code,Source_Feed_Id,Rating_Type,Exchange_Code,Country,Sector,Rating_Date,Rating_Code,Rating_Score,Rating_Reason,Is_Active,Rating_Year,Rating_Month,Effective_Date
SEC0001,Guerra Inc,20,S&P,SNP,9,Short Term,LON,India,Finance,2023-12-26,B,2,Downgraded after debt increase,True,2023,12,2022-01-01
SEC0031,Moore-Bullock,10,Moody'S,MDY,7,Long Term,SGX,India,Energy,2022-07-17,BBB,4,Decreased liquidity ratio,False,2022,7,2022-01-01
SEC0096,Collins PLC,30,Fitch,FTC,11,Short Term,SGX,Singapore,Finance,2022-09-30,AA+,9,Upgraded due to strong quarterly earnings,False,2022,9,2022-01-01
SEC0010,Barton Group,30,Fitch,FTC,11,Short Term,NYSE,Uk,Energy,2022-01-01,B,2,Improved financial stability,False,2022,1,2022-01-01
SEC0010,Barton Group,10,Moody'S,MDY,7,Short Term,NYSE,Uk,Energy,2022-01-01,A+,6,Stable outlook maintained,False,2022,1,2022-01-01
SEC0086,Miller and Sons,10,Moody'S,MDY,7,Viability,SGX,Germany,Finance,2022-01-01,BB,3,Stable outlook maintained,False,2022,1,2022-01-01
SEC0100,"Lee, Schaefer and Sutton",20,S&P,SNP,9,Long Term,SGX,Uk,Energy,2023-07-22,B,2,Downgraded after debt increase,False,2023,7,2022-10-22
SEC0031,Moore-Bullock,20,S&P,SNP,9,Long Term,SGX,India,Energy,2022-07-01,A,5,Improved financial stability,False,2022,7,2022-01-01
SEC0057,"Payne, Olsen and Gilmore",30,Fitch,FTC,11,Recovery,LON,Singapore,Finance,2022-07-10,BBB,4,Decreased liquidity ratio,True,2022,7,2022-01-01
SEC0092,"Mcfarland, Andersen and Foster",10,Moody'S,MDY,7,Short Term,SGX,Singapore,Automotive,2022-01-01,B,2,Improved financial stability,False,2022,1,2022-01-01
SEC0028,"Black, Harper and Cox",20,S&P,SNP,9,Recovery,NYSE,India,Automotive,2022-09-28,A+,6,Upgraded due to strong quarterly earnings,False,2022,9,2022-01-01
SEC0026,Hernandez Inc,30,Fitch,FTC,11,Viability,SGX,Uk,Healthcare,2023-06-27,AA-,7,Downgraded after debt increase,True,2023,6,2022-01-01
SEC0056,Smith-Galloway,30,Fitch,FTC,11,Long Term,LON,Singapore,Healthcare,2022-07-03,CCC,1,Upgraded due to strong quarterly earnings,False,2022,7,2022-01-01
SEC0047,Garcia-Patrick,20,S&P,SNP,9,Viability,SGX,Germany,Finance,2022-11-24,A,5,Decreased liquidity ratio,True,2022,11,2022-01-01
SEC0096,Collins PLC,10,Moody'S,MDY,7,Short Term,SGX,Singapore,Finance,2023-08-28,AA+,9,Improved financial stability,True,2023,8,2022-01-01
SEC0047,Garcia-Patrick,30,Fitch,FTC,11,Viability,SGX,Germany,Finance,2022-01-01,B,2,Upgraded due to strong quarterly earnings,False,2022,1,2022-01-01
SEC0092,"Mcfarland, Andersen and Foster",30,Fitch,FTC,11,Short Term,SGX,Singapore,Automotive,2022-03-23,AA-,7,Decreased liquidity ratio,False,2022,3,2022-01-01
SEC0059,Bailey-Larson,10,Moody'S,MDY,7,Viability,NYSE,Uk,Finance,2022-01-01,AA,8,Upgraded due to strong quarterly earnings,False,2022,1,2022-01-01
SEC0012,"Brown, Newton and Mcconnell",20,S&P,SNP,9,Short Term,BSE,Uk,Energy,2022-11-01,A,5,Improved financial stability,False,2022,11,2022-01-01
SEC0084,"Solis, Hutchinson and Morris",20,S&P,SNP,9,Short Term,NYSE,Uk,Automotive,2022-11-06,AA,8,Downgraded after debt increase,False,2022,11,2022-01-01
SEC0025,Johnson PLC,20,S&P,SNP,9,Viability,SGX,Usa,Healthcare,2022-01-01,BBB,4,Downgraded after debt increase,False,2022,1,2022-01-01
SEC0043,Dillon PLC,10,Moody'S,MDY,7,Recovery,BSE,India,Healthcare,2022-01-01,BBB,4,Decreased liquidity ratio,False,2022,1,2022-01-01
SEC0028,"Black, Harper and Cox",30,Fitch,FTC,11,Recovery,NYSE,India,Automotive,2022-01-01,AA+,9,Decreased liquidity ratio,False,2022,1,2022-01-01
SEC0059,Bailey-Larson,20,S&P,SNP,9,Viability,NYSE,Uk,Finance,2022-04-21,B,2,Decreased liquidity ratio,False,2022,4,2022-01-01
SEC0002,Gonzalez-Garza,10,Moody'S,MDY,7,Long Term,NSE,Usa,Energy,2022-01-01,A,5,Upgraded due to strong quarterly earnings,False,2022,1,2022-01-01
SEC0063,Wood-Stewart,20,S&P,SNP,9,Short Term,NSE,Singapore,Energy,2022-08-28,AA,8,Decreased liquidity ratio,True,2022,8,2022-01-01
SEC0019,Adams PLC,30,Fitch,FTC,11,Long Term,LON,India,Healthcare,2022-01-01,BB,3,Decreased liquidity ratio,False,2022,1,2022-01-01
SEC0091,Freeman Group,20,S&P,SNP,9,Long Term,BSE,Usa,Technology,2022-06-20,A+,6,Downgraded after debt increase,False,2022,6,2022-01-01
SEC0008,Goodwin-Donaldson,20,S&P,SNP,9,Short Term,SGX,Singapore,Healthcare,2022-12-31,CCC,1,Decreased liquidity ratio,True,2022,12,2022-01-01
SEC0046,Macdonald-Chavez,30,Fitch,FTC,11,Long Term,SGX,Germany,Healthcare,2022-09-08,AA+,9,Stable outlook maintained,False,2022,9,2022-01-01
SEC0054,Crawford Inc,10,Moody'S,MDY,7,Short Term,SGX,Uk,Energy,2022-07-13,AA-,7,Downgraded after debt increase,False,2022,7,2022-01-01
SEC0086,Miller and Sons,30,Fitch,FTC,11,Viability,SGX,Germany,Finance,2023-01-24,AA-,7,Downgraded after debt increase,False,2023,1,2022-01-01
SEC0024,Hardy-Sims,10,Moody'S,MDY,7,Long Term,SGX,Germany,Energy,2022-01-01,BBB,4,Upgraded due to strong quarterly earnings,False,2022,1,2022-01-01
SEC0037,"Hill, Rios and Bryant",10,Moody'S,MDY,7,Recovery,NSE,Uk,Technology,2022-01-01,AA+,9,Stable outlook maintained,False,2022,1,2022-01-01
SEC0020,Smith Ltd,30,Fitch,FTC,11,Viability,BSE,Usa,Finance,2022-05-21,BB,3,Upgraded due to strong quarterly earnings,True,2022,5,2022-01-01
SEC0076,"Wheeler, Berry and Gardner",10,Moody'S,MDY,7,Long Term,LON,India,Finance,2023-09-25,BBB,4,Downgraded after debt increase,True,2023,9,2022-01-01
SEC0056,Smith-Galloway,20,S&P,SNP,9,Long Term,LON,Singapore,Healthcare,2022-01-01,AAA,10,Improved financial stability,False,2022,1,2022-01-01
SEC0052,Gilmore and Sons,20,S&P,SNP,9,Short Term,NYSE,Uk,Automotive,2022-10-10,A+,6,Stable outlook maintained,True,2022,10,2022-01-01
SEC0022,"Allen, Wood and Young",20,S&P,SNP,9,Long Term,NSE,Uk,Technology,2023-05-14,A+,6,Stable outlook maintained,True,2023,5,2022-01-01
SEC0090,Goodman Group,30,Fitch,FTC,11,Recovery,NSE,Singapore,Healthcare,2022-01-01,CCC,1,Upgraded due to strong quarterly earnings,False,2022,1,2022-01-01
SEC0056,Smith-Galloway,30,Fitch,FTC,11,Long Term,LON,Singapore,Healthcare,2024-04-20,CCC,1,Upgraded due to strong quarterly earnings,True,2024,4,2022-01-01
SEC0057,"Payne, Olsen and Gilmore",20,S&P,SNP,9,Recovery,LON,Singapore,Finance,2023-07-05,AA,8,Stable outlook maintained,False,2023,7,2022-01-01
SEC0084,"Solis, Hutchinson and Morris",20,S&P,SNP,9,Short Term,NYSE,Uk,Automotive,2022-01-01,BBB,4,Upgraded due to strong quarterly earnings,False,2022,1,2022-01-01
SEC0018,Herrera-Walters,10,Moody'S,MDY,7,Long Term,BSE,India,Automotive,2023-06-21,A+,6,Upgraded due to strong quarterly earnings,True,2023,6,2022-01-01
SEC0097,"Hill, Lopez and Allen",20,S&P,SNP,9,Viability,NYSE,Uk,Finance,2023-12-25,CCC,1,Decreased liquidity ratio,True,2023,12,2022-01-01
SEC0048,Clay Ltd,30,Fitch,FTC,11,Long Term,BSE,Singapore,Automotive,2022-01-01,A,5,Stable outlook maintained,False,2022,1,2022-01-01
SEC0045,Jones-Leach,10,Moody'S,MDY,7,Short Term,NSE,India,Energy,2023-12-28,AAA,10,Downgraded after debt increase,True,2023,12,2022-01-01
SEC0054,Crawford Inc,10,Moody'S,MDY,7,Short Term,SGX,Uk,Energy,2022-01-01,B,2,Improved financial stability,False,2022,1,2022-01-01
SEC0098,Rivera PLC,10,Moody'S,MDY,7,Long Term,LON,Usa,Technology,2022-12-21,AA,8,Decreased liquidity ratio,False,2022,12,2022-01-01
SEC0086,Miller and Sons,30,Fitch,FTC,11,Viability,SGX,Germany,Finance,2023-08-03,A+,6,Improved financial stability,False,2023,8,2022-01-01
SEC0045,Jones-Leach,30,Fitch,FTC,11,Short Term,NSE,India,Energy,2022-05-21,AAA,10,Upgraded due to strong quarterly earnings,False,2022,5,2022-01-01
SEC0001,Guerra Inc,30,Fitch,FTC,11,Short Term,LON,India,Finance,2022-02-03,AA,8,Downgraded after debt increase,False,2022,2,2022-01-01
SEC0096,Collins PLC,10,Moody'S,MDY,7,Short Term,SGX,Singapore,Finance,2022-01-01,AAA,10,Improved financial stability,False,2022,1,2022-01-01
SEC0016,Ingram Inc,10,Moody'S,MDY,7,Short Term,BSE,India,Automotive,2022-01-01,AA-,7,Improved financial stability,False,2022,1,2022-01-01
SEC0035,Moran Inc,30,Fitch,FTC,11,Short Term,NYSE,India,Technology,2023-11-10,BBB,4,Improved financial stability,False,2023,11,2022-01-01
SEC0059,Bailey-Larson,10,Moody'S,MDY,7,Viability,NYSE,Uk,Finance,2024-04-05,AA-,7,Decreased liquidity ratio,False,2024,4,2022-01-01
SEC0022,"Allen, Wood and Young",10,Moody'S,MDY,7,Long Term,NSE,Uk,Technology,2022-08-08,AA-,7,Improved financial stability,False,2022,8,2022-01-01
SEC0032,"Bryant, Brady and Meza",30,Fitch,FTC,11,Long Term,SGX,India,Automotive,2022-01-01,AA+,9,Downgraded after debt increase,False,2022,1,2022-01-01
SEC0087,Campbell-Mayer,10,Moody'S,MDY,7,Short Term,BSE,Germany,Finance,2022-01-01,AA+,9,Downgraded after debt increase,False,2022,1,2022-01-01
SEC0049,West-Mullen,10,Moody'S,MDY,7,Viability,LON,Uk,Energy,2022-09-16,AAA,10,Upgraded due to strong quarterly earnings,False,2022,9,2022-01-01
SEC0082,Ballard and Sons,30,Fitch,FTC,11,Short Term,LON,Uk,Finance,2023-07-03,AA+,9,Decreased liquidity ratio,False,2023,7,2022-01-01
SEC0040,Fox Group,20,S&P,SNP,9,Viability,SGX,Uk,Healthcare,2023-02-05,AA,8,Improved financial stability,False,2023,2,2022-01-01
SEC0083,Curtis PLC,10,Moody'S,MDY,7,Short Term,SGX,Uk,Automotive,2022-01-01,B,2,Stable outlook maintained,False,2022,1,2022-01-01
SEC0074,Moyer PLC,30,Fitch,FTC,11,Viability,SGX,Uk,Automotive,2024-08-30,AA-,7,Downgraded after debt increase,False,2024,8,2022-01-01
SEC0042,Gutierrez Group,10,Moody'S,MDY,7,Viability,NYSE,Usa,Energy,2023-12-22,AA,8,Improved financial stability,True,2023,12,2022-01-01
SEC0062,"Estrada, Garcia and Williams",20,S&P,SNP,9,Recovery,NYSE,Usa,Technology,2023-05-28,AA+,9,Decreased liquidity ratio,True,2023,5,2022-01-01
SEC0097,"Hill, Lopez and Allen",20,S&P,SNP,9,Viability,NYSE,Uk,Finance,2022-05-27,A,5,Stable outlook maintained,False,2022,5,2022-01-01
SEC0061,Garcia-Garcia,30,Fitch,FTC,11,Viability,BSE,Germany,Automotive,2022-01-01,BBB,4,Stable outlook maintained,False,2022,1,2022-01-01
SEC0050,Matthews Inc,30,Fitch,FTC,11,Recovery,SGX,Germany,Energy,2022-03-05,B,2,Stable outlook maintained,False,2022,3,2022-01-01
SEC0058,Rosales Group,10,Moody'S,MDY,7,Viability,SGX,Singapore,Automotive,2022-11-14,A,5,Downgraded after debt increase,True,2022,11,2022-01-01
SEC0062,"Estrada, Garcia and Williams",30,Fitch,FTC,11,Recovery,NYSE,Usa,Technology,2024-11-30,A+,6,Improved financial stability,True,2024,11,2022-01-01
SEC0074,Moyer PLC,30,Fitch,FTC,11,Viability,SGX,Uk,Automotive,2023-08-14,B,2,Stable outlook maintained,False,2023,8,2022-01-01
SEC0086,Miller and Sons,20,S&P,SNP,9,Viability,SGX,Germany,Finance,2022-02-23,BB,3,Upgraded due to strong quarterly earnings,True,2022,2,2022-01-01
SEC0016,Ingram Inc,20,S&P,SNP,9,Short Term,BSE,India,Automotive,2023-03-03,BB,3,Decreased liquidity ratio,False,2023,3,2022-01-01
SEC0022,"Allen, Wood and Young",30,Fitch,FTC,11,Long Term,NSE,Uk,Technology,2022-01-01,AA+,9,Decreased liquidity ratio,False,2022,1,2022-01-01
SEC0044,Bishop-Sutton,20,S&P,SNP,9,Short Term,SGX,Usa,Healthcare,2022-06-02,A+,6,Downgraded after debt increase,False,2022,6,2022-01-01
SEC0092,"Mcfarland, Andersen and Foster",30,Fitch,FTC,11,Short Term,SGX,Singapore,Automotive,2022-11-29,B,2,Improved financial stability,False,2022,11,2022-01-01
SEC0021,Jones-Leonard,10,Moody'S,MDY,7,Recovery,NYSE,Germany,Healthcare,2022-01-01,A+,6,Decreased liquidity ratio,False,2022,1,2022-01-01
SEC0081,"Daugherty, Walters and Haas",20,S&P,SNP,9,Long Term,NSE,Singapore,Technology,2023-09-13,CCC,1,Decreased liquidity ratio,False,2023,9,2022-01-01
SEC0008,Goodwin-Donaldson,20,S&P,SNP,9,Short Term,SGX,Singapore,Healthcare,2022-09-08,AA+,9,Stable outlook maintained,False,2022,9,2022-01-01
SEC0015,Moore PLC,20,S&P,SNP,9,Viability,SGX,Germany,Automotive,2023-07-31,BBB,4,Stable outlook maintained,False,2023,7,2022-01-01
SEC0030,Lamb Group,20,S&P,SNP,9,Recovery,SGX,Usa,Finance,2022-01-01,A+,6,Upgraded due to strong quarterly earnings,False,2022,1,2022-01-01
SEC0042,Gutierrez Group,30,Fitch,FTC,11,Viability,NYSE,Usa,Energy,2022-01-01,A,5,Stable outlook maintained,False,2022,1,2022-01-01
SEC0041,Hansen LLC,10,Moody'S,MDY,7,Viability,NYSE,Singapore,Technology,2022-01-01,A,5,Decreased liquidity ratio,False,2022,1,2022-01-01
SEC0064,Barnes PLC,30,Fitch,FTC,11,Recovery,NSE,Usa,Finance,2023-12-14,AA-,7,Stable outlook maintained,True,2023,12,2022-01-01
SEC0058,Rosales Group,20,S&P,SNP,9,Viability,SGX,Singapore,Automotive,2023-11-20,B,2,Upgraded due to strong quarterly earnings,True,2023,11,2022-01-01
SEC0004,Wallace-Collins,30,Fitch,FTC,11,Viability,SGX,Germany,Finance,2022-12-03,A,5,Downgraded after debt increase,False,2022,12,2022-01-01
SEC0042,Gutierrez Group,30,Fitch,FTC,11,Viability,NYSE,Usa,Energy,2023-02-01,AA+,9,Stable outlook maintained,False,2023,2,2022-01-01
SEC0014,"Gates, Hernandez and Hernandez",10,Moody'S,MDY,7,Viability,BSE,Uk,Energy,2022-01-01,BB,3,Downgraded after debt increase,False,2022,1,2022-01-01
SEC0061,Garcia-Garcia,20,S&P,SNP,9,Viability,BSE,Germany,Automotive,2022-11-20,AAA,10,Upgraded due to strong quarterly earnings,False,2022,11,2022-01-01
SEC0031,Moore-Bullock,10,Moody'S,MDY,7,Long Term,SGX,India,Energy,2022-09-22,AA,8,Stable outlook maintained,False,2022,9,2022-01-01
SEC0040,Fox Group,30,Fitch,FTC,11,Viability,SGX,Uk,Healthcare,2022-03-24,AA,8,Upgraded due to strong quarterly earnings,False,2022,3,2022-01-01
SEC0052,Gilmore and Sons,10,Moody'S,MDY,7,Short Term,NYSE,Uk,Automotive,2022-04-04,B,2,Decreased liquidity ratio,False,2022,4,2022-01-01
SEC0065,"Rodriguez, Green and Shaw",30,Fitch,FTC,11,Recovery,NYSE,Uk,Healthcare,2022-01-01,BBB,4,Decreased liquidity ratio,False,2022,1,2022-01-01
SEC0052,Gilmore and Sons,20,S&P,SNP,9,Short Term,NYSE,Uk,Automotive,2022-01-01,A,5,Stable outlook maintained,False,2022,1,2022-01-01
SEC0083,Curtis PLC,30,Fitch,FTC,11,Short Term,SGX,Uk,Automotive,2023-12-22,AA+,9,Decreased liquidity ratio,False,2023,12,2022-01-01
SEC0080,Rios-Bates,10,Moody'S,MDY,7,Short Term,NYSE,Singapore,Automotive,2023-11-02,B,2,Decreased liquidity ratio,True,2023,11,2022-01-01
SEC0001,Guerra Inc,10,Moody'S,MDY,7,Short Term,LON,India,Finance,2022-01-01,AA+,9,Stable outlook maintained,False,2022,1,2022-01-01
SEC0053,Brandt-Harper,20,S&P,SNP,9,Long Term,LON,Germany,Healthcare,2023-04-11,BBB,4,Upgraded due to strong quarterly earnings,False,2023,4,2022-01-01
SEC0036,Myers Inc,10,Moody'S,MDY,7,Viability,BSE,Singapore,Technology,2022-03-20,A,5,Downgraded after debt increase,False,2022,3,2022-01-01
SEC0038,Rodriguez-Zimmerman,20,S&P,SNP,9,Short Term,NSE,Uk,Energy,2025-10-16,AAA,10,Improved financial stability,True,2025,10,2022-01-01
SEC0031,Moore-Bullock,20,S&P,SNP,9,Long Term,SGX,India,Energy,2023-03-12,BBB,4,Stable outlook maintained,True,2023,3,2022-01-01
SEC0074,Moyer PLC,30,Fitch,FTC,11,Viability,SGX,Uk,Automotive,2022-06-12,AA-,7,Stable outlook maintained,False,2022,6,2022-01-01
SEC0099,"Benjamin, Brown and Evans",30,Fitch,FTC,11,Long Term,NSE,Germany,Healthcare,2022-02-10,A,5,Upgraded due to strong quarterly earnings,True,2022,2,2022-01-01
SEC0050,Matthews Inc,10,Moody'S,MDY,7,Recovery,SGX,Germany,Energy,2023-05-08,A+,6,Downgraded after debt increase,True,2023,5,2022-05-06
SEC0058,Rosales Group,20,S&P,SNP,9,Viability,SGX,Singapore,Automotive,2022-10-30,A,5,Stable outlook maintained,False,2022,10,2022-01-01
SEC0097,"Hill, Lopez and Allen",20,S&P,SNP,9,Viability,NYSE,Uk,Finance,2022-03-03,AA,8,Improved financial stability,False,2022,3,2022-01-01
SEC0081,"Daugherty, Walters and Haas",10,Moody'S,MDY,7,Long Term,NSE,Singapore,Technology,2025-04-27,BBB,4,Decreased liquidity ratio,True,2025,4,2022-01-01
SEC0017,Brown Inc,20,S&P,SNP,9,Viability,NSE,Germany,Healthcare,2023-04-23,AA+,9,Downgraded after debt increase,True,2023,4,2022-01-01
SEC0013,Williams Inc,10,Moody'S,MDY,7,Short Term,SGX,Germany,Finance,2023-03-09,BBB,4,Improved financial stability,False,2023,3,2022-01-01
SEC0048,Clay Ltd,30,Fitch,FTC,11,Long Term,BSE,Singapore,Automotive,2024-02-16,AA+,9,Improved financial stability,True,2024,2,2022-01-01
SEC0051,Rogers LLC,10,Moody'S,MDY,7,Viability,BSE,Usa,Automotive,2022-01-01,B,2,Stable outlook maintained,False,2022,1,2022-01-01
SEC0060,Kelly Group,20,S&P,SNP,9,Viability,SGX,Germany,Automotive,2022-01-01,AA,8,Upgraded due to strong quarterly earnings,False,2022,1,2022-01-01
SEC0095,"Wheeler, Norman and Rodriguez",10,Moody'S,MDY,7,Recovery,NSE,Uk,Automotive,2022-06-12,BBB,4,Downgraded after debt increase,False,2022,6,2022-01-01
SEC0009,Anderson LLC,20,S&P,SNP,9,Recovery,BSE,Uk,Energy,2023-09-17,AA+,9,Decreased liquidity ratio,False,2023,9,2022-03-09
SEC0098,Rivera PLC,10,Moody'S,MDY,7,Long Term,LON,Usa,Technology,2022-01-01,B,2,Stable outlook maintained,False,2022,1,2022-01-01
SEC0018,Herrera-Walters,30,Fitch,FTC,11,Long Term,BSE,India,Automotive,2022-01-01,AA-,7,Improved financial stability,False,2022,1,2022-01-01
SEC0036,Myers Inc,20,S&P,SNP,9,Viability,BSE,Singapore,Technology,2022-01-01,AA+,9,Downgraded after debt increase,False,2022,1,2022-01-01
SEC0050,Matthews Inc,30,Fitch,FTC,11,Recovery,SGX,Germany,Energy,2022-12-23,A+,6,Decreased liquidity ratio,False,2022,12,2022-01-01
SEC0027,Patterson-Nguyen,20,S&P,SNP,9,Short Term,SGX,Germany,Automotive,2023-09-01,CCC,1,Downgraded after debt increase,True,2023,9,2022-01-01
SEC0097,"Hill, Lopez and Allen",20,S&P,SNP,9,Viability,NYSE,Uk,Finance,2022-01-01,A+,6,Stable outlook maintained,False,2022,1,2022-01-01
SEC0094,"Anderson, Cardenas and Rodriguez",20,S&P,SNP,9,Viability,LON,Uk,Finance,2023-11-01,A+,6,Upgraded due to strong quarterly earnings,False,2023,11,2022-01-01
SEC0007,James and Sons,20,S&P,SNP,9,Viability,SGX,Singapore,Energy,2022-08-20,AA-,7,Decreased liquidity ratio,False,2022,8,2022-01-01
SEC0029,"Rice, Perez and Calderon",10,Moody'S,MDY,7,Long Term,NSE,India,Technology,2025-04-19,BBB,4,Stable outlook maintained,True,2025,4,2022-01-01
SEC0013,Williams Inc,30,Fitch,FTC,11,Short Term,SGX,Germany,Finance,2023-11-22,CCC,1,Upgraded due to strong quarterly earnings,False,2023,11,2022-01-01
SEC0030,Lamb Group,10,Moody'S,MDY,7,Recovery,SGX,Usa,Finance,2023-03-29,BB,3,Improved financial stability,False,2023,3,2022-01-01
SEC0051,Rogers LLC,30,Fitch,FTC,11,Viability,BSE,Usa,Automotive,2022-01-01,A,5,Improved financial stability,False,2022,1,2022-01-01
SEC0032,"Bryant, Brady and Meza",20,S&P,SNP,9,Long Term,SGX,India,Automotive,2022-05-31,B,2,Decreased liquidity ratio,False,2022,5,2022-01-01
SEC0015,Moore PLC,10,Moody'S,MDY,7,Viability,SGX,Germany,Automotive,2022-06-15,B,2,Decreased liquidity ratio,False,2022,6,2022-01-01
SEC0052,Gilmore and Sons,10,Moody'S,MDY,7,Short Term,NYSE,Uk,Automotive,2022-01-01,B,2,Improved financial stability,False,2022,1,2022-01-01
SEC0082,Ballard and Sons,10,Moody'S,MDY,7,Short Term,LON,Uk,Finance,2022-09-07,AA+,9,Improved financial stability,True,2022,9,2022-09-07
SEC0068,Moran-Stanley,20,S&P,SNP,9,Short Term,BSE,Usa,Energy,2023-07-13,AAA,10,Improved financial stability,False,2023,7,2022-01-01
SEC0014,"Gates, Hernandez and Hernandez",10,Moody'S,MDY,7,Viability,BSE,Uk,Energy,2022-08-21,AA+,9,Upgraded due to strong quarterly earnings,False,2022,8,2022-01-01
SEC0033,Watson-Chang,30,Fitch,FTC,11,Recovery,BSE,Singapore,Technology,2022-11-10,AA-,7,Stable outlook maintained,False,2022,11,2022-01-01
SEC0071,Rogers-Nunez,10,Moody'S,MDY,7,Long Term,NSE,Uk,Automotive,2022-08-18,A,5,Upgraded due to strong quarterly earnings,False,2022,8,2022-01-01
SEC0016,Ingram Inc,20,S&P,SNP,9,Short Term,BSE,India,Automotive,2023-11-08,BBB,4,Downgraded after debt increase,True,2023,11,2022-01-01
SEC0003,"Clark, Martin and Wright",20,S&P,SNP,9,Short Term,NYSE,Singapore,Energy,2023-09-27,B,2,Upgraded due to strong quarterly earnings,False,2023,9,2022-01-01
SEC0064,Barnes PLC,30,Fitch,FTC,11,Recovery,NSE,Usa,Finance,2022-02-22,BBB,4,Downgraded after debt increase,False,2022,2,2022-01-01
SEC0019,Adams PLC,20,S&P,SNP,9,Long Term,LON,India,Healthcare,2023-06-05,AA-,7,Downgraded after debt increase,False,2023,6,2022-01-01
SEC0064,Barnes PLC,20,S&P,SNP,9,Recovery,NSE,Usa,Finance,2022-03-23,CCC,1,Improved financial stability,True,2022,3,2022-01-01
SEC0077,"Jones, Gonzalez and Wood",30,Fitch,FTC,11,Viability,LON,Singapore,Finance,2022-07-20,CCC,1,Downgraded after debt increase,True,2022,7,2022-01-01
SEC0043,Dillon PLC,10,Moody'S,MDY,7,Recovery,BSE,India,Healthcare,2022-12-01,AA+,9,Upgraded due to strong quarterly earnings,False,2022,12,2022-01-01
SEC0073,"Davis, Knox and Hall",20,S&P,SNP,9,Recovery,BSE,Singapore,Healthcare,2024-07-22,AAA,10,Downgraded after debt increase,False,2024,7,2022-03-30
SEC0017,Brown Inc,20,S&P,SNP,9,Viability,NSE,Germany,Healthcare,2022-01-01,A,5,Decreased liquidity ratio,False,2022,1,2022-01-01
SEC0055,Castro Ltd,10,Moody'S,MDY,7,Short Term,SGX,Singapore,Healthcare,2022-01-01,A,5,Improved financial stability,False,2022,1,2022-01-01
SEC0014,"Gates, Hernandez and Hernandez",30,Fitch,FTC,11,Viability,BSE,Uk,Energy,2022-03-09,BB,3,Downgraded after debt increase,True,2022,3,2022-01-01
SEC0017,Brown Inc,30,Fitch,FTC,11,Viability,NSE,Germany,Healthcare,2022-01-01,AAA,10,Upgraded due to strong quarterly earnings,False,2022,1,2022-01-01
SEC0001,Guerra Inc,30,Fitch,FTC,11,Short Term,LON,India,Finance,2022-01-01,CCC,1,Upgraded due to strong quarterly earnings,False,2022,1,2022-01-01
SEC0068,Moran-Stanley,20,S&P,SNP,9,Short Term,BSE,Usa,Energy,2024-06-25,B,2,Downgraded after debt increase,False,2024,6,2022-01-01
SEC0054,Crawford Inc,10,Moody'S,MDY,7,Short Term,SGX,Uk,Energy,2023-04-14,AA,8,Improved financial stability,True,2023,4,2022-01-01
SEC0069,"Peterson, Johnston and Griffin",20,S&P,SNP,9,Recovery,LON,Germany,Healthcare,2022-01-01,BBB,4,Stable outlook maintained,False,2022,1,2022-01-01
SEC0056,Smith-Galloway,20,S&P,SNP,9,Long Term,LON,Singapore,Healthcare,2023-06-29,B,2,Downgraded after debt increase,False,2023,6,2022-01-01
SEC0007,James and Sons,30,Fitch,FTC,11,Viability,SGX,Singapore,Energy,2022-11-27,BB,3,Upgraded due to strong quarterly earnings,True,2022,11,2022-01-01
SEC0072,Butler-Newton,20,S&P,SNP,9,Viability,LON,Singapore,Finance,2022-07-03,BB,3,Improved financial stability,False,2022,7,2022-01-01
SEC0066,"Scott, Thomas and Cervantes",20,S&P,SNP,9,Viability,NYSE,Singapore,Finance,2023-10-23,B,2,Decreased liquidity ratio,False,2023,10,2022-02-20
SEC0023,Brown-Lloyd,30,Fitch,FTC,11,Short Term,BSE,India,Automotive,2022-08-17,A+,6,Stable outlook maintained,True,2022,8,2022-01-01
SEC0015,Moore PLC,10,Moody'S,MDY,7,Viability,SGX,Germany,Automotive,2023-01-04,BB,3,Decreased liquidity ratio,True,2023,1,2022-01-01
SEC0084,"Solis, Hutchinson and Morris",10,Moody'S,MDY,7,Short Term,NYSE,Uk,Automotive,2022-01-01,AAA,10,Decreased liquidity ratio,False,2022,1,2022-01-01
SEC0023,Brown-Lloyd,20,S&P,SNP,9,Short Term,BSE,India,Automotive,2022-10-26,A+,6,Stable outlook maintained,False,2022,10,2022-01-01
SEC0022,"Allen, Wood and Young",10,Moody'S,MDY,7,Long Term,NSE,Uk,Technology,2022-01-01,AA+,9,Stable outlook maintained,False,2022,1,2022-01-01
SEC0021,Jones-Leonard,20,S&P,SNP,9,Recovery,NYSE,Germany,Healthcare,2022-01-01,AA,8,Upgraded due to strong quarterly earnings,False,2022,1,2022-01-01
SEC0070,Matthews LLC,20,S&P,SNP,9,Long Term,LON,India,Automotive,2022-01-01,A,5,Downgraded after debt increase,False,2022,1,2022-01-01
SEC0013,Williams Inc,30,Fitch,FTC,11,Short Term,SGX,Germany,Finance,2023-12-13,B,2,Improved financial stability,True,2023,12,2022-01-01
SEC0100,"Lee, Schaefer and Sutton",20,S&P,SNP,9,Long Term,SGX,Uk,Energy,2023-02-01,B,2,Stable outlook maintained,True,2023,2,2022-10-22
SEC0084,"Solis, Hutchinson and Morris",20,S&P,SNP,9,Short Term,NYSE,Uk,Automotive,2022-07-12,AAA,10,Upgraded due to strong quarterly earnings,False,2022,7,2022-01-01
